id,Date,Open,High,Low,Close,Volume,Futureprice
5468,2021-11-25-04-52,57286.89,57286.89,57286.89,57286.89,0.02226994,57304.7
5469,2021-11-25-04-51,57300.0,57306.84,57276.67,57296.74,0.08831532,57286.89
5470,2021-11-25-04-50,57323.15,57323.15,57318.11,57318.11,0.00336,57296.74
5471,2021-11-25-04-49,57326.0,57331.19,57312.95,57313.09,0.20721469,57318.11
5472,2021-11-25-04-48,57294.55,57299.71,57294.55,57299.71,0.02759,57313.09
5473,2021-11-25-04-47,57261.08,57273.38,57259.2,57273.09,0.18477039,57299.71
5474,2021-11-25-04-46,57278.13,57291.62,57278.13,57290.83,0.00755363,57273.09
5475,2021-11-25-04-45,57298.15,57298.15,57293.42,57295.57,0.00520995,57290.83
5476,2021-11-25-04-44,57322.49,57329.26,57299.55,57299.55,0.01337,57295.57
5477,2021-11-25-04-43,57261.08,57304.16,57261.08,57297.42,2.11858419,57299.55
5478,2021-11-25-04-42,57249.5,57249.5,57221.51,57225.47,1.06732525,57297.42
5479,2021-11-25-04-41,57222.77,57259.7,57201.0,57259.7,3.58730174,57225.47
5480,2021-11-25-04-40,57290.27,57290.27,57224.7,57224.7,1.03133319,57259.7
5481,2021-11-25-04-39,57275.96,57275.96,57275.96,57275.96,0.012,57224.7
5482,2021-11-25-04-38,57226.84,57261.65,57226.84,57261.65,0.02114079,57275.96
5483,2021-11-25-04-37,57245.43,57266.47,57207.34,57218.28,3.04987914,57261.65
5484,2021-11-25-04-36,57404.2,57404.2,57248.41,57248.41,0.15256343,57218.28
5485,2021-11-25-04-35,57370.21,57404.35,57370.21,57399.21,0.13307145,57248.41
5486,2021-11-25-04-34,57390.01,57390.01,57349.29,57350.48,0.39971118,57399.21
5487,2021-11-25-04-33,57351.61,57375.67,57351.61,57375.67,0.11405,57350.48
5488,2021-11-25-04-32,57350.98,57383.19,57350.98,57351.61,0.13858163,57375.67
5489,2021-11-25-04-31,57432.37,57432.37,57332.26,57342.63,2.19756164,57351.61
5490,2021-11-25-04-30,57386.87,57430.74,57363.35,57363.35,0.34484616,57342.63
5491,2021-11-25-04-29,57386.13,57407.21,57249.78,57341.17,10.91650231,57363.35
5492,2021-11-25-04-28,57438.6,57438.6,57378.08,57400.6,3.50537407,57341.17
5493,2021-11-25-04-27,57488.54,57488.54,57485.85,57485.85,0.01613,57400.6
5494,2021-11-25-04-26,57485.21,57512.71,57485.21,57496.0,0.10682592,57485.85
5495,2021-11-25-04-25,57490.36,57496.85,57441.67,57441.67,0.77442809,57496.0
5496,2021-11-25-04-24,57507.76,57529.06,57485.46,57517.56,1.1181799,57441.67
5497,2021-11-25-04-23,57547.8,57580.74,57508.03,57508.03,0.57833627,57517.56
5498,2021-11-25-04-22,57540.85,57578.41,57487.41,57522.63,3.43657526,57508.03
5499,2021-11-25-04-21,57575.89,57585.03,57533.51,57533.51,1.40734563,57522.63
5500,2021-11-25-04-20,57595.71,57595.71,57550.05,57550.05,0.7789689,57533.51
5501,2021-11-25-04-19,57605.91,57605.91,57565.04,57565.04,0.49506859,57550.05
5502,2021-11-25-04-18,57634.07,57634.07,57612.73,57624.28,0.35080576,57565.04
5503,2021-11-25-04-17,57632.39,57645.64,57620.26,57629.36,0.59030753,57624.28
5504,2021-11-25-04-16,57633.23,57647.48,57633.23,57647.48,0.11252,57629.36
5505,2021-11-25-04-15,57640.48,57664.34,57640.48,57647.73,0.09104682,57647.48
5506,2021-11-25-04-14,57674.23,57680.99,57636.39,57636.39,0.89518446,57647.73
5507,2021-11-25-04-13,57671.72,57701.67,57665.05,57684.47,1.27998498,57636.39
5508,2021-11-25-04-12,57642.01,57654.68,57631.21,57654.68,0.21524836,57684.47
5509,2021-11-25-04-11,57685.34,57685.34,57659.63,57659.63,1.15335525,57654.68
5510,2021-11-25-04-10,57685.75,57700.28,57685.75,57700.28,0.0382702,57659.63
5511,2021-11-25-04-09,57701.37,57701.37,57700.26,57700.26,0.04386599,57700.28
5512,2021-11-25-04-08,57678.83,57700.33,57668.32,57694.74,0.46548641,57700.26
5513,2021-11-25-04-07,57736.62,57736.62,57669.02,57679.22,4.70962464,57694.74
5514,2021-11-25-04-06,57747.94,57760.29,57747.94,57760.29,0.02283,57679.22
5515,2021-11-25-04-05,57771.48,57771.48,57735.41,57735.41,0.20891785,57760.29
5516,2021-11-25-04-04,57739.87,57754.27,57735.42,57754.27,0.52253,57735.41
5517,2021-11-25-04-03,57795.82,57795.82,57751.81,57751.81,0.73394679,57754.27
5518,2021-11-25-04-02,57801.05,57802.87,57775.65,57802.87,0.07354,57751.81
5519,2021-11-25-04-01,57803.86,57803.86,57798.19,57798.19,0.01305,57802.87
5520,2021-11-25-04-00,57797.16,57855.27,57797.16,57829.03,0.5064984,57798.19
5521,2021-11-25-03-59,57786.33,57786.33,57769.65,57778.4,0.2291159,57829.03
5522,2021-11-25-03-58,57787.35,57787.35,57759.65,57776.62,0.06973377,57778.4
5523,2021-11-25-03-57,57772.23,57787.24,57772.23,57787.24,0.04660222,57776.62
5524,2021-11-25-03-56,57765.1,57769.48,57765.1,57769.48,0.00286,57787.24
5525,2021-11-25-03-55,57788.04,57788.04,57744.76,57744.76,0.458204,57769.48
5526,2021-11-25-03-54,57722.14,57774.61,57722.14,57774.61,0.11089,57744.76
5527,2021-11-25-03-53,57755.42,57755.42,57733.77,57733.77,0.03338494,57774.61
5528,2021-11-25-03-52,57742.77,57743.35,57742.77,57743.35,0.089863,57733.77
5529,2021-11-25-03-51,57739.57,57765.14,57713.36,57740.44,4.42387063,57743.35
5530,2021-11-25-03-50,57685.88,57743.4,57669.19,57743.4,0.06333804,57740.44
5531,2021-11-25-03-49,57693.61,57713.52,57693.61,57713.52,0.00407,57743.4
5532,2021-11-25-03-48,57701.74,57709.0,57643.09,57670.25,0.65526041,57713.52
5533,2021-11-25-03-47,57737.73,57737.73,57677.94,57688.32,0.07971864,57670.25
5534,2021-11-25-03-46,57751.89,57751.89,57751.89,57751.89,0.03543,57688.32
5535,2021-11-25-03-45,57751.89,57751.89,57711.27,57741.81,0.18296626,57751.89
5536,2021-11-25-03-44,57752.82,57755.94,57728.41,57728.41,0.20099453,57741.81
5537,2021-11-25-03-43,57738.99,57775.7,57738.99,57775.7,0.0608197,57728.41
5538,2021-11-25-03-42,57785.68,57785.68,57785.68,57785.68,0.00340093,57775.7
5539,2021-11-25-03-41,57780.56,57783.02,57762.05,57783.02,0.08094,57785.68
5540,2021-11-25-03-40,57705.7,57740.44,57705.7,57740.44,0.13635688,57783.02
5541,2021-11-25-03-39,57717.36,57729.38,57717.36,57726.13,0.17427422,57740.44
5542,2021-11-25-03-38,57704.56,57730.07,57704.56,57725.56,0.02513,57726.13
5543,2021-11-25-03-37,57691.89,57715.8,57691.89,57715.8,0.0075,57725.56
5544,2021-11-25-03-36,57677.56,57711.48,57672.83,57711.48,1.97572255,57715.8
5545,2021-11-25-03-35,57679.16,57679.16,57677.01,57677.56,0.07430855,57711.48
5546,2021-11-25-03-34,57678.12,57678.12,57678.12,57678.12,0.009,57677.56
5547,2021-11-25-03-33,57682.72,57694.55,57665.41,57665.41,0.09702828,57678.12
5548,2021-11-25-03-32,57681.93,57681.93,57665.41,57665.41,0.019958,57665.41
5549,2021-11-25-03-31,57707.57,57707.57,57677.73,57686.22,0.10621268,57665.41
5550,2021-11-25-03-30,57721.1,57722.13,57721.1,57722.13,0.011887,57686.22
5551,2021-11-25-03-29,57720.35,57720.7,57700.44,57700.44,0.80799082,57722.13
5552,2021-11-25-03-28,57763.73,57763.73,57703.92,57728.07,0.72250532,57700.44
5553,2021-11-25-03-27,57749.94,57763.73,57749.94,57763.73,0.062994,57728.07
5554,2021-11-25-03-26,57743.01,57751.65,57719.83,57751.65,0.13537263,57763.73
5555,2021-11-25-03-25,57717.26,57743.01,57690.78,57743.01,0.02875003,57751.65
5556,2021-11-25-03-24,57699.88,57714.61,57699.88,57714.61,0.107901,57743.01
5557,2021-11-25-03-23,57690.38,57707.66,57690.38,57693.74,0.418241,57714.61
5558,2021-11-25-03-22,57665.71,57685.64,57665.71,57685.64,0.54356672,57693.74
5559,2021-11-25-03-21,57684.86,57703.89,57666.49,57694.43,0.160685,57685.64
5560,2021-11-25-03-20,57647.03,57736.88,57647.03,57703.95,2.21545147,57694.43
5561,2021-11-25-03-19,57613.73,57655.43,57613.73,57642.09,0.60339379,57703.95
5562,2021-11-25-03-18,57644.18,57692.04,57608.77,57608.77,1.68557563,57642.09
5563,2021-11-25-03-17,57698.89,57699.12,57651.15,57651.15,0.20085928,57608.77
5564,2021-11-25-03-16,57651.13,57716.38,57647.35,57716.38,2.67469877,57651.15
5565,2021-11-25-03-15,57714.79,57718.79,57656.03,57666.18,0.19642076,57716.38
5566,2021-11-25-03-14,57699.9,57716.7,57691.6,57714.79,0.436616,57666.18
5567,2021-11-25-03-13,57678.43,57705.4,57677.67,57696.36,0.182392,57714.79
5568,2021-11-25-03-12,57674.74,57703.91,57674.74,57679.54,1.877593,57696.36
5569,2021-11-25-03-11,57705.16,57705.16,57679.32,57683.55,0.27320726,57679.54
5570,2021-11-25-03-10,57719.69,57735.05,57688.52,57720.45,0.659896,57683.55
5571,2021-11-25-03-09,57707.49,57709.26,57653.76,57709.26,8.19919795,57720.45
5572,2021-11-25-03-08,57712.56,57737.18,57693.53,57737.18,1.381,57709.26
5573,2021-11-25-03-07,57758.33,57768.46,57709.34,57713.55,1.42123009,57737.18
5574,2021-11-25-03-06,57788.21,57788.21,57731.71,57758.33,0.56387341,57713.55
5575,2021-11-25-03-05,57763.63,57816.4,57763.63,57788.21,3.71670277,57758.33
5576,2021-11-25-03-04,57809.85,57838.41,57750.5,57750.5,1.27891632,57788.21
5577,2021-11-25-03-03,57761.25,57828.01,57750.0,57828.01,5.41979976,57750.5
5578,2021-11-25-03-02,57778.14,57782.74,57729.07,57766.57,1.3141373,57828.01
5579,2021-11-25-03-01,57797.28,57818.66,57768.76,57778.58,1.15254515,57766.57
5580,2021-11-25-03-00,57769.02,57775.06,57737.12,57746.09,1.3438075,57778.58
5581,2021-11-25-02-59,57750.03,57770.84,57740.49,57755.92,1.30870584,57746.09
5582,2021-11-25-02-58,57733.93,57757.65,57713.87,57757.65,3.5546,57755.92
5583,2021-11-25-02-57,57680.98,57744.46,57680.0,57744.46,4.728,57757.65
5584,2021-11-25-02-56,57700.23,57736.17,57669.57,57690.1,5.12521,57744.46
5585,2021-11-25-02-55,57673.96,57716.34,57668.39,57715.92,12.8274709,57690.1
5586,2021-11-25-02-54,57616.21,57692.62,57616.21,57692.62,4.99156641,57715.92
5587,2021-11-25-02-53,57626.32,57626.32,57626.32,57626.32,0.020938,57692.62
5588,2021-11-25-02-52,57598.03,57603.57,57598.03,57603.48,0.12574858,57626.32
5589,2021-11-25-02-51,57606.33,57616.15,57598.03,57598.03,0.03486,57603.48
5590,2021-11-25-02-50,57572.42,57606.33,57572.42,57606.33,0.01796,57598.03
5591,2021-11-25-02-49,57593.08,57593.08,57533.9,57533.9,1.72125821,57606.33
5592,2021-11-25-02-48,57605.47,57605.47,57578.84,57592.36,0.10928104,57533.9
5593,2021-11-25-02-47,57664.68,57664.68,57664.68,57664.68,0.04334506,57592.36
5594,2021-11-25-02-46,57696.98,57712.3,57695.95,57695.95,0.1381157,57664.68
5595,2021-11-25-02-45,57629.09,57700.07,57629.09,57700.07,0.02793217,57695.95
5596,2021-11-25-02-44,57618.98,57633.87,57618.98,57633.87,0.05036911,57700.07
5597,2021-11-25-02-43,57598.29,57598.3,57598.29,57598.3,0.059,57633.87
5598,2021-11-25-02-42,57584.62,57584.62,57572.13,57572.13,0.00502,57598.3
5599,2021-11-25-02-41,57619.78,57619.78,57576.75,57584.62,0.11414205,57572.13
5600,2021-11-25-02-40,57573.94,57622.39,57573.94,57622.39,0.84707187,57584.62
5601,2021-11-25-02-39,57520.24,57520.24,57518.0,57518.0,0.00114044,57622.39
5602,2021-11-25-02-38,57565.07,57580.38,57565.07,57580.38,0.05722691,57518.0
5603,2021-11-25-02-37,57585.44,57585.44,57549.71,57568.39,0.26785248,57580.38
5604,2021-11-25-02-36,57574.51,57603.05,57574.51,57603.05,0.02873,57568.39
5605,2021-11-25-02-35,57557.66,57606.85,57557.66,57606.85,0.1488767,57603.05
5606,2021-11-25-02-34,57612.01,57612.01,57528.17,57588.78,9.99007871,57606.85
5607,2021-11-25-02-33,57591.65,57630.73,57591.65,57630.73,0.25895447,57588.78
5608,2021-11-25-02-32,57612.05,57612.05,57587.75,57593.75,0.10809197,57630.73
5609,2021-11-25-02-31,57601.71,57601.71,57595.97,57595.97,0.15435284,57593.75
5610,2021-11-25-02-30,57610.2,57610.2,57594.25,57594.25,0.04503792,57595.97
5611,2021-11-25-02-29,57596.17,57626.32,57596.17,57626.32,0.12363722,57594.25
5612,2021-11-25-02-28,57613.83,57613.83,57598.52,57598.52,0.03641,57626.32
5613,2021-11-25-02-27,57573.36,57584.36,57573.36,57584.36,0.26878005,57598.52
5614,2021-11-25-02-26,57581.14,57601.68,57528.16,57567.15,2.33053189,57584.36
5615,2021-11-25-02-25,57619.68,57626.02,57522.61,57623.85,7.22486636,57567.15
5616,2021-11-25-02-24,57601.0,57614.93,57551.4,57614.93,0.69565903,57623.85
5617,2021-11-25-02-23,57651.0,57656.16,57612.7,57612.7,1.29352206,57614.93
5618,2021-11-25-02-22,57678.29,57687.68,57666.17,57666.17,0.00709,57612.7
5619,2021-11-25-02-21,57718.98,57718.98,57678.23,57680.32,0.08971,57666.17
5620,2021-11-25-02-20,57717.23,57733.8,57717.23,57733.8,0.0750333,57680.32
5621,2021-11-25-02-19,57683.41,57722.96,57683.41,57722.96,0.077,57733.8
5622,2021-11-25-02-18,57659.31,57680.71,57659.31,57680.71,0.11764792,57722.96
5623,2021-11-25-02-17,57721.46,57721.46,57721.46,57721.46,0.00124,57680.71
5624,2021-11-25-02-16,57713.45,57714.38,57688.16,57696.19,0.1473473,57721.46
5625,2021-11-25-02-15,57733.96,57779.44,57733.96,57759.53,0.05730896,57696.19
5626,2021-11-25-02-14,57735.2,57756.3,57735.2,57756.3,0.02685,57759.53
5627,2021-11-25-02-13,57706.13,57706.13,57654.93,57706.13,0.45676479,57756.3
5628,2021-11-25-02-12,57718.62,57730.58,57690.67,57706.13,0.44061659,57706.13
5629,2021-11-25-02-11,57792.45,57792.45,57738.56,57738.56,0.0862385,57706.13
5630,2021-11-25-02-10,57792.45,57792.45,57792.45,57792.45,0.0092374,57738.56
5631,2021-11-25-02-09,57784.6,57784.6,57784.6,57784.6,0.10802431,57792.45
5632,2021-11-25-02-08,57779.56,57807.15,57779.56,57807.15,0.0416324,57784.6
5633,2021-11-25-02-07,57761.63,57761.63,57753.79,57753.79,0.0027,57807.15
5634,2021-11-25-02-06,57782.0,57807.12,57782.0,57797.38,0.00794126,57753.79
5635,2021-11-25-02-05,57768.41,57782.0,57768.41,57782.0,0.12955723,57797.38
5636,2021-11-25-02-04,57806.15,57806.15,57806.15,57806.15,4.2E-4,57782.0
5637,2021-11-25-02-03,57773.56,57795.52,57748.46,57748.46,3.93089079,57806.15
5638,2021-11-25-02-02,57855.94,57855.94,57822.01,57826.79,0.06137,57748.46
5639,2021-11-25-02-01,57824.7,57886.71,57808.19,57861.09,1.91430574,57826.79
5640,2021-11-25-02-00,57755.21,57818.92,57755.07,57818.92,0.05702133,57861.09
5641,2021-11-25-01-59,57780.31,57780.31,57780.31,57780.31,0.01657,57818.92
5642,2021-11-25-01-58,57799.62,57799.62,57756.62,57771.68,0.63177723,57780.31
5643,2021-11-25-01-57,57783.48,57805.09,57771.88,57805.09,0.03149,57771.68
5644,2021-11-25-01-56,57774.83,57802.11,57774.83,57793.42,0.20028982,57805.09
5645,2021-11-25-01-55,57803.5,57823.09,57756.54,57756.54,0.40510432,57793.42
5646,2021-11-25-01-54,57792.92,57796.08,57792.92,57796.08,0.00571,57756.54
5647,2021-11-25-01-53,57758.51,57797.15,57758.51,57797.15,0.09853895,57796.08
5648,2021-11-25-01-52,57813.34,57813.34,57748.97,57748.97,0.06788049,57797.15
5649,2021-11-25-01-51,57753.24,57753.24,57747.09,57747.09,0.10824063,57748.97
5650,2021-11-25-01-50,57778.56,57778.56,57759.91,57776.39,0.02439236,57747.09
5651,2021-11-25-01-49,57814.24,57838.44,57814.24,57838.44,0.23248525,57776.39
5652,2021-11-25-01-48,57809.08,57831.2,57717.78,57819.74,4.11348936,57838.44
5653,2021-11-25-01-47,57847.31,57847.31,57797.29,57797.29,0.07172466,57819.74
5654,2021-11-25-01-46,57838.55,57838.55,57822.0,57822.0,0.00116149,57797.29
5655,2021-11-25-01-45,57888.42,57888.42,57844.04,57844.04,0.3389762,57822.0
5656,2021-11-25-01-44,57893.71,57917.32,57893.71,57917.32,0.17038643,57844.04
5657,2021-11-25-01-43,57911.02,57915.42,57878.73,57878.73,0.01127688,57917.32
5658,2021-11-25-01-42,57905.56,57917.23,57895.97,57895.97,0.0379705,57878.73
5659,2021-11-25-01-41,57951.6,57951.6,57920.04,57920.04,0.2382145,57895.97
5660,2021-11-25-01-40,57973.06,57973.06,57966.91,57967.9,0.0133444,57920.04
5661,2021-11-25-01-39,57952.63,57952.63,57948.69,57951.09,0.02689,57967.9
5662,2021-11-25-01-38,57939.45,57964.37,57939.45,57964.37,0.00580867,57951.09
5663,2021-11-25-01-37,57979.43,58000.15,57979.43,58000.15,0.21737801,57964.37
5664,2021-11-25-01-36,57940.76,57966.93,57940.76,57966.93,0.03051291,58000.15
5665,2021-11-25-01-35,57923.28,57938.58,57923.28,57938.58,0.12058316,57966.93
5666,2021-11-25-01-34,57934.0,57934.0,57908.6,57909.5,0.49937481,57938.58
5667,2021-11-25-01-33,57891.83,57919.53,57846.15,57919.53,2.10768519,57909.5
5668,2021-11-25-01-32,57917.85,57926.02,57917.85,57926.02,0.01696,57919.53
5669,2021-11-25-01-31,57931.92,57934.19,57931.92,57934.19,0.02168524,57926.02
5670,2021-11-25-01-30,57946.89,57960.87,57930.68,57930.68,0.07770214,57934.19
5671,2021-11-25-01-29,57904.47,57943.03,57904.47,57931.38,0.34732861,57930.68
5672,2021-11-25-01-28,57958.2,57978.97,57950.69,57951.91,0.33207689,57931.38
5673,2021-11-25-01-27,57940.6,57980.88,57940.6,57962.64,0.37824334,57951.91
5674,2021-11-25-01-26,57931.49,57945.97,57907.08,57945.97,0.06562089,57962.64
5675,2021-11-25-01-25,57944.63,57944.63,57902.15,57928.25,0.96624253,57945.97
5676,2021-11-25-01-24,57941.46,57983.03,57916.32,57916.32,0.40640285,57928.25
5677,2021-11-25-01-23,57986.18,57986.18,57936.25,57936.25,0.23122634,57916.32
5678,2021-11-25-01-22,57920.13,57995.21,57920.13,57957.22,0.58662188,57936.25
5679,2021-11-25-01-21,57947.79,57962.26,57899.97,57908.08,0.1671493,57957.22
5680,2021-11-25-01-20,57898.05,57933.32,57898.05,57932.92,0.41774754,57908.08
5681,2021-11-25-01-19,57865.15,57896.07,57841.0,57868.44,0.22940608,57932.92
5682,2021-11-25-01-18,57893.42,57920.76,57860.0,57860.0,1.21230719,57868.44
5683,2021-11-25-01-17,57946.5,57971.65,57897.59,57924.56,1.39737122,57860.0
5684,2021-11-25-01-16,57954.92,57957.53,57953.47,57957.53,0.19844254,57924.56
5685,2021-11-25-01-15,57917.0,58002.98,57916.75,57971.12,0.06200154,57957.53
5686,2021-11-25-01-14,57966.0,57971.24,57933.57,57943.33,1.34434081,57971.12
5687,2021-11-25-01-13,58020.28,58029.53,57974.0,57990.25,0.98844586,57943.33
5688,2021-11-25-01-12,58041.18,58047.66,58015.12,58015.12,0.01551,57990.25
5689,2021-11-25-01-11,58073.24,58102.57,58049.65,58050.74,0.2891657,58015.12
5690,2021-11-25-01-10,58086.21,58112.32,58072.36,58072.36,0.15438633,58050.74
5691,2021-11-25-01-09,58076.13,58105.85,58076.13,58105.85,0.03869948,58072.36
5692,2021-11-25-01-08,58111.75,58139.89,58106.21,58106.21,0.37957895,58105.85
5693,2021-11-25-01-07,58106.71,58166.12,58088.38,58088.38,1.04059458,58106.21
5694,2021-11-25-01-06,58154.35,58154.35,58096.31,58103.55,1.27148682,58088.38
5695,2021-11-25-01-05,58161.05,58164.61,58111.91,58154.35,1.48662099,58103.55
5696,2021-11-25-01-04,58159.82,58159.82,58100.14,58150.65,2.01028555,58154.35
5697,2021-11-25-01-03,58258.48,58260.08,58130.39,58150.75,3.69830985,58150.65
5698,2021-11-25-01-02,58195.7,58277.0,58195.7,58245.32,2.05321999,58150.75
5699,2021-11-25-01-01,58170.5,58229.03,58141.28,58184.73,0.6106177,58245.32
5700,2021-11-25-01-00,58121.06,58161.0,58113.64,58156.12,0.39947393,58184.73
5701,2021-11-25-00-59,58046.83,58058.41,57997.99,58058.41,1.41572257,58156.12
5702,2021-11-25-00-58,58075.9,58122.74,58050.0,58050.0,1.44573006,58058.41
5703,2021-11-25-00-57,58161.71,58171.29,58051.46,58098.91,4.5165681,58050.0
5704,2021-11-25-00-56,58175.95,58208.54,58129.55,58129.55,0.33832752,58098.91
5705,2021-11-25-00-55,58106.22,58122.18,58106.22,58122.18,0.00636144,58129.55
5706,2021-11-25-00-54,58027.79,58094.37,57998.0,58082.07,0.46059311,58122.18
5707,2021-11-25-00-53,57968.58,58040.17,57954.38,58040.17,1.15797455,58082.07
5708,2021-11-25-00-52,57979.34,58027.87,57955.0,58008.96,0.98513852,58040.17
5709,2021-11-25-00-51,58059.55,58068.43,57982.32,57982.32,0.44830372,58008.96
5710,2021-11-25-00-50,58106.22,58170.95,58042.16,58042.16,1.70045687,57982.32
5711,2021-11-25-00-49,58207.42,58207.42,58069.01,58069.01,1.79606193,58042.16
5712,2021-11-25-00-48,58241.91,58250.0,58185.91,58250.0,1.39683184,58069.01
5713,2021-11-25-00-47,58114.5,58300.0,58110.85,58265.98,7.36675002,58250.0
5714,2021-11-25-00-46,58175.0,58182.0,58072.05,58109.13,1.4188618,58265.98
5715,2021-11-25-00-45,58006.19,58156.06,58006.19,58156.06,12.75939257,58109.13
5716,2021-11-25-00-44,57948.19,58036.57,57934.73,57977.04,16.78521249,58156.06
5717,2021-11-25-00-43,57809.51,57945.77,57809.51,57933.09,5.19565759,57977.04
5718,2021-11-25-00-42,57775.35,57839.0,57775.35,57815.8,4.75564163,57933.09
5719,2021-11-25-00-41,57688.6,57795.96,57680.81,57795.96,0.31550388,57815.8
5720,2021-11-25-00-40,57730.73,57756.15,57641.23,57671.55,1.22213987,57795.96
5721,2021-11-25-00-39,57744.15,57802.0,57744.15,57761.41,5.02530256,57671.55
5722,2021-11-25-00-38,57731.01,57745.01,57680.89,57745.01,0.96244067,57761.41
5723,2021-11-25-00-37,57717.94,57758.83,57704.68,57739.69,4.62379367,57745.01
5724,2021-11-25-00-36,57629.93,57726.34,57605.94,57702.5,4.3002746,57739.69
5725,2021-11-25-00-35,57559.79,57643.37,57514.92,57643.37,0.69754345,57702.5
5726,2021-11-25-00-34,57620.46,57681.6,57588.0,57588.0,4.9088252,57643.37
5727,2021-11-25-00-33,57550.0,57614.05,57531.13,57614.05,4.05477454,57588.0
5728,2021-11-25-00-32,57489.25,57550.0,57489.25,57550.0,1.09884351,57614.05
5729,2021-11-25-00-31,57473.02,57507.78,57456.96,57488.59,0.09259526,57550.0
5730,2021-11-25-00-30,57476.52,57511.18,57476.52,57482.69,0.26215,57488.59
5731,2021-11-25-00-29,57458.8,57488.25,57436.07,57476.54,0.30061701,57482.69
5732,2021-11-25-00-28,57456.54,57456.54,57439.89,57446.64,0.09623797,57476.54
5733,2021-11-25-00-27,57497.41,57497.41,57462.41,57483.92,1.55595351,57446.64
5734,2021-11-25-00-26,57459.46,57507.72,57459.46,57492.52,1.4882,57483.92
5735,2021-11-25-00-25,57464.46,57488.19,57442.58,57459.66,2.47596252,57492.52
5736,2021-11-25-00-24,57464.54,57488.43,57435.61,57482.72,2.24167457,57459.66
5737,2021-11-25-00-23,57445.01,57506.0,57404.37,57474.92,2.59886754,57482.72
5738,2021-11-25-00-22,57391.87,57470.96,57390.7,57448.57,3.65810347,57474.92
5739,2021-11-25-00-21,57363.95,57405.24,57340.53,57392.73,2.60381084,57448.57
5740,2021-11-25-00-20,57414.21,57423.25,57360.63,57360.63,1.10336638,57392.73
5741,2021-11-25-00-19,57391.19,57429.39,57366.36,57416.54,2.98781522,57360.63
5742,2021-11-25-00-18,57332.57,57369.17,57332.57,57355.08,3.55009518,57416.54
5743,2021-11-25-00-17,57273.27,57353.21,57261.64,57332.55,2.31566005,57355.08
5744,2021-11-25-00-16,57230.87,57297.66,57230.87,57286.5,2.30223968,57332.55
5745,2021-11-25-00-15,57278.15,57320.01,57225.43,57230.87,3.37163769,57286.5
5746,2021-11-25-00-14,57248.89,57304.4,57224.78,57277.98,2.17605,57230.87
5747,2021-11-25-00-13,57205.65,57283.4,57205.65,57264.58,0.82277,57277.98
5748,2021-11-25-00-12,57157.11,57215.01,57156.03,57201.55,5.12370401,57264.58
5749,2021-11-25-00-11,57203.39,57203.39,57150.08,57157.49,0.1141912,57201.55
5750,2021-11-25-00-10,57197.74,57220.09,57184.09,57186.82,0.3038669,57157.49
5751,2021-11-25-00-09,57225.69,57238.29,57121.93,57160.98,0.91157571,57186.82
5752,2021-11-25-00-08,57244.38,57244.38,57201.73,57204.23,0.14765843,57160.98
5753,2021-11-25-00-07,57292.48,57292.48,57265.13,57265.66,0.03285,57204.23
5754,2021-11-25-00-06,57322.74,57322.75,57288.0,57288.0,0.49331013,57265.66
5755,2021-11-25-00-05,57325.09,57327.67,57318.07,57322.37,0.14346,57288.0
5756,2021-11-25-00-04,57433.13,57433.13,57326.19,57358.01,0.64468173,57322.37
5757,2021-11-25-00-03,57365.0,57460.03,57365.0,57456.09,0.52352355,57358.01
5758,2021-11-25-00-02,57335.59,57354.21,57318.52,57354.21,0.27750909,57456.09
5759,2021-11-25-00-01,57260.51,57362.01,57260.51,57362.01,4.84713919,57354.21
5760,2021-11-25-00-00,57169.19,57243.39,57169.19,57243.39,0.11957706,57362.01
5761,2021-11-24-23-59,57178.69,57228.27,57178.69,57185.06,0.04886,57243.39
5762,2021-11-24-23-58,57189.0,57205.79,57173.41,57191.68,0.51895157,57185.06
5763,2021-11-24-23-57,57225.16,57228.02,57180.81,57210.59,0.48414992,57191.68
5764,2021-11-24-23-56,57203.89,57203.89,57203.89,57203.89,0.01558,57210.59
5765,2021-11-24-23-55,57165.83,57185.68,57165.83,57182.08,0.31016991,57203.89
5766,2021-11-24-23-54,57137.87,57159.44,57137.87,57159.44,0.0584,57182.08
5767,2021-11-24-23-53,57139.55,57144.97,57139.03,57144.97,0.12645556,57159.44
5768,2021-11-24-23-52,57159.52,57182.78,57141.4,57159.93,0.15903137,57144.97
5769,2021-11-24-23-51,57181.29,57181.29,57155.08,57167.77,0.76856001,57159.93
5770,2021-11-24-23-50,57189.55,57209.09,57189.55,57208.45,0.01672376,57167.77
5771,2021-11-24-23-49,57248.67,57253.9,57196.12,57196.12,0.12003826,57208.45
5772,2021-11-24-23-48,57195.34,57228.12,57195.34,57228.12,1.70814913,57196.12
5773,2021-11-24-23-47,57198.48,57202.99,57177.04,57202.52,0.08547,57228.12
5774,2021-11-24-23-46,57169.92,57203.95,57154.95,57203.95,1.28534165,57202.52
5775,2021-11-24-23-45,57183.24,57198.05,57162.1,57198.05,3.28162251,57203.95
5776,2021-11-24-23-44,57195.65,57203.84,57195.65,57203.84,0.01004,57198.05
5777,2021-11-24-23-43,57173.12,57186.96,57163.46,57179.01,0.3690278,57203.84
5778,2021-11-24-23-42,57175.7,57198.91,57157.62,57195.65,0.14020804,57179.01
5779,2021-11-24-23-41,57220.26,57220.26,57163.65,57175.4,0.70425869,57195.65
